"date","ca","ca_name","hb","hb_name","y","m","julian","total.a","lt4","gt4","pc.lt4","pc.gt4","size_type","GPs_Count","num.practices","list.size"
2015-02-22,"S12000006","Dumfries and Galloway","S08000017","NHS Dumfries and Galloway",2015,2,0,800,763,37,0.95375,0.04625,"Medium",138,34,154115
2015-02-22,"S12000008","East Ayrshire","S08000015","NHS Ayrshire and Arran",2015,2,0,1347,1115,232,0.827765404602821,0.172234595397179,"Medium",106,16,132029
2015-02-22,"S12000013","Na h-Eileanan Siar","S08000028","NHS Western Isles",2015,2,0,113,110,3,0.973451327433628,0.0265486725663717,"Small",31,9,26967
2015-02-22,"S12000014","Falkirk","S08000019","NHS Forth Valley",2015,2,0,1095,1053,42,0.961643835616438,0.0383561643835616,"Medium",126,27,160288
2015-02-22,"S12000017","Highland","S08000022","NHS Highland",2015,2,0,824,778,46,0.944174757281553,0.0558252427184466,"Large",289,67,236901
2015-02-22,"S12000018","Inverclyde","S08000031","NHS Greater Glasgow and Clyde",2015,2,0,625,523,102,0.8368,0.1632,"Small",52,16,82293
2015-02-22,"S12000020","Moray","S08000020","NHS Grampian",2015,2,0,434,409,25,0.942396313364055,0.0576036866359447,"Medium",89,13,92247
2015-02-22,"S12000023","Orkney Islands","S08000025","NHS Orkney",2015,2,0,91,85,6,0.934065934065934,0.0659340659340659,"Small",31,10,21112
2015-02-22,"S12000026","Scottish Borders","S08000016","NHS Borders",2015,2,0,517,463,54,0.895551257253385,0.104448742746615,"Medium",117,23,116760
2015-02-22,"S12000027","Shetland Islands","S08000026","NHS Shetland",2015,2,0,146,142,4,0.972602739726027,0.0273972602739726,"Small",29,10,23045
2015-02-22,"S12000028","South Ayrshire","S08000015","NHS Ayrshire and Arran",2015,2,0,814,624,190,0.766584766584767,0.233415233415233,"Medium",97,21,113003
2015-02-22,"S12000029","South Lanarkshire","S08000032","NHS Lanarkshire",2015,2,0,1097,897,200,0.817684594348222,0.182315405651778,"Large",236,53,328719
2015-02-22,"S12000033","Aberdeen City","S08000020","NHS Grampian",2015,2,0,1443,1272,171,0.881496881496882,0.118503118503119,"Large",227,30,253271
2015-02-22,"S12000035","Argyll and Bute","S08000022","NHS Highland",2015,2,0,126,125,1,0.992063492063492,0.00793650793650794,"Medium",100,33,88336
2015-02-22,"S12000036","City of Edinburgh","S08000024","NHS Lothian",2015,2,0,2944,2797,147,0.950067934782609,0.0499320652173913,"Large",530,75,539567
2015-02-22,"S12000038","Renfrewshire","S08000031","NHS Greater Glasgow and Clyde",2015,2,0,1296,971,325,0.749228395061728,0.250771604938272,"Medium",140,29,178132
2015-02-22,"S12000040","West Lothian","S08000024","NHS Lothian",2015,2,0,972,903,69,0.929012345679012,0.0709876543209877,"Medium",153,22,183880
2015-02-22,"S12000042","Dundee City","S08000030","NHS Tayside",2015,2,0,895,883,12,0.98659217877095,0.0134078212290503,"Medium",136,23,161750
2015-02-22,"S12000047","Fife","S08000029","NHS Fife",2015,2,0,1284,1135,149,0.883956386292835,0.116043613707165,"Large",277,59,379903
2015-02-22,"S12000048","Perth and Kinross","S08000030","NHS Tayside",2015,2,0,441,436,5,0.988662131519274,0.0113378684807256,"Medium",138,26,145630
2015-02-22,"S12000049","Glasgow City","S08000031","NHS Greater Glasgow and Clyde",2015,2,0,5658,4262,1396,0.75326970661011,0.24673029338989,"Large",572,148,698108
2015-02-22,"S12000050","North Lanarkshire","S08000032","NHS Lanarkshire",2015,2,0,2551,2227,324,0.872990983927871,0.127009016072129,"Large",218,58,346065
2015-03-01,"S12000006","Dumfries and Galloway","S08000017","NHS Dumfries and Galloway",2015,3,7,839,788,51,0.939213349225268,0.0607866507747318,"Medium",138,34,154115
2015-03-01,"S12000008","East Ayrshire","S08000015","NHS Ayrshire and Arran",2015,3,7,1399,1215,184,0.868477483917084,0.131522516082916,"Medium",106,16,132029
2015-03-01,"S12000013","Na h-Eileanan Siar","S08000028","NHS Western Isles",2015,3,7,119,113,6,0.949579831932773,0.0504201680672269,"Small",31,9,26967
2015-03-01,"S12000014","Falkirk","S08000019","NHS Forth Valley",2015,3,7,1050,999,51,0.951428571428571,0.0485714285714286,"Medium",126,27,160288
2015-03-01,"S12000017","Highland","S08000022","NHS Highland",2015,3,7,815,745,70,0.914110429447853,0.0858895705521472,"Large",289,67,236901
2015-03-01,"S12000018","Inverclyde","S08000031","NHS Greater Glasgow and Clyde",2015,3,7,640,492,148,0.76875,0.23125,"Small",52,16,82293
2015-03-01,"S12000020","Moray","S08000020","NHS Grampian",2015,3,7,427,410,17,0.960187353629977,0.0398126463700234,"Medium",89,13,92247
2015-03-01,"S12000023","Orkney Islands","S08000025","NHS Orkney",2015,3,7,84,80,4,0.952380952380952,0.0476190476190476,"Small",31,10,21112
2015-03-01,"S12000026","Scottish Borders","S08000016","NHS Borders",2015,3,7,542,499,43,0.920664206642066,0.0793357933579336,"Medium",117,23,116760
2015-03-01,"S12000027","Shetland Islands","S08000026","NHS Shetland",2015,3,7,152,149,3,0.980263157894737,0.0197368421052632,"Small",29,10,23045
2015-03-01,"S12000028","South Ayrshire","S08000015","NHS Ayrshire and Arran",2015,3,7,790,667,123,0.844303797468354,0.155696202531646,"Medium",97,21,113003
2015-03-01,"S12000029","South Lanarkshire","S08000032","NHS Lanarkshire",2015,3,7,1064,827,237,0.777255639097744,0.222744360902256,"Large",236,53,328719
2015-03-01,"S12000033","Aberdeen City","S08000020","NHS Grampian",2015,3,7,1504,1342,162,0.892287234042553,0.107712765957447,"Large",227,30,253271
2015-03-01,"S12000035","Argyll and Bute","S08000022","NHS Highland",2015,3,7,108,108,0,1,0,"Medium",100,33,88336
2015-03-01,"S12000036","City of Edinburgh","S08000024","NHS Lothian",2015,3,7,3009,2831,178,0.940844134263875,0.059155865736125,"Large",530,75,539567
2015-03-01,"S12000038","Renfrewshire","S08000031","NHS Greater Glasgow and Clyde",2015,3,7,1262,1051,211,0.832805071315372,0.167194928684628,"Medium",140,29,178132
2015-03-01,"S12000040","West Lothian","S08000024","NHS Lothian",2015,3,7,1011,917,94,0.90702274975272,0.0929772502472799,"Medium",153,22,183880
2015-03-01,"S12000042","Dundee City","S08000030","NHS Tayside",2015,3,7,878,867,11,0.9874715261959,0.0125284738041002,"Medium",136,23,161750
2015-03-01,"S12000047","Fife","S08000029","NHS Fife",2015,3,7,1223,1089,134,0.890433360588716,0.109566639411284,"Large",277,59,379903
2015-03-01,"S12000048","Perth and Kinross","S08000030","NHS Tayside",2015,3,7,465,453,12,0.974193548387097,0.0258064516129032,"Medium",138,26,145630
2015-03-01,"S12000049","Glasgow City","S08000031","NHS Greater Glasgow and Clyde",2015,3,7,5642,4342,1300,0.769585253456221,0.230414746543779,"Large",572,148,698108
2015-03-01,"S12000050","North Lanarkshire","S08000032","NHS Lanarkshire",2015,3,7,2378,2098,280,0.882253994953743,0.117746005046257,"Large",218,58,346065
2015-03-08,"S12000006","Dumfries and Galloway","S08000017","NHS Dumfries and Galloway",2015,3,14,846,819,27,0.968085106382979,0.0319148936170213,"Medium",138,34,154115
2015-03-08,"S12000008","East Ayrshire","S08000015","NHS Ayrshire and Arran",2015,3,14,1368,1233,135,0.901315789473684,0.0986842105263158,"Medium",106,16,132029
2015-03-08,"S12000013","Na h-Eileanan Siar","S08000028","NHS Western Isles",2015,3,14,125,123,2,0.984,0.016,"Small",31,9,26967
2015-03-08,"S12000014","Falkirk","S08000019","NHS Forth Valley",2015,3,14,1183,962,221,0.813186813186813,0.186813186813187,"Medium",126,27,160288
2015-03-08,"S12000017","Highland","S08000022","NHS Highland",2015,3,14,824,795,29,0.964805825242718,0.0351941747572816,"Large",289,67,236901
2015-03-08,"S12000018","Inverclyde","S08000031","NHS Greater Glasgow and Clyde",2015,3,14,579,539,40,0.930915371329879,0.0690846286701209,"Small",52,16,82293
2015-03-08,"S12000020","Moray","S08000020","NHS Grampian",2015,3,14,430,392,38,0.911627906976744,0.0883720930232558,"Medium",89,13,92247
2015-03-08,"S12000023","Orkney Islands","S08000025","NHS Orkney",2015,3,14,94,94,0,1,0,"Small",31,10,21112
2015-03-08,"S12000026","Scottish Borders","S08000016","NHS Borders",2015,3,14,557,492,65,0.883303411131059,0.116696588868941,"Medium",117,23,116760
2015-03-08,"S12000027","Shetland Islands","S08000026","NHS Shetland",2015,3,14,137,135,2,0.985401459854015,0.0145985401459854,"Small",29,10,23045
2015-03-08,"S12000028","South Ayrshire","S08000015","NHS Ayrshire and Arran",2015,3,14,811,664,147,0.818742293464858,0.181257706535142,"Medium",97,21,113003
2015-03-08,"S12000029","South Lanarkshire","S08000032","NHS Lanarkshire",2015,3,14,1015,930,85,0.916256157635468,0.083743842364532,"Large",236,53,328719
2015-03-08,"S12000033","Aberdeen City","S08000020","NHS Grampian",2015,3,14,1469,1351,118,0.919673247106875,0.0803267528931246,"Large",227,30,253271
2015-03-08,"S12000035","Argyll and Bute","S08000022","NHS Highland",2015,3,14,119,118,1,0.991596638655462,0.00840336134453781,"Medium",100,33,88336
2015-03-08,"S12000036","City of Edinburgh","S08000024","NHS Lothian",2015,3,14,2949,2826,123,0.958290946083418,0.0417090539165819,"Large",530,75,539567
2015-03-08,"S12000038","Renfrewshire","S08000031","NHS Greater Glasgow and Clyde",2015,3,14,1222,1078,144,0.882160392798691,0.117839607201309,"Medium",140,29,178132
2015-03-08,"S12000040","West Lothian","S08000024","NHS Lothian",2015,3,14,1040,981,59,0.943269230769231,0.0567307692307692,"Medium",153,22,183880
2015-03-08,"S12000042","Dundee City","S08000030","NHS Tayside",2015,3,14,884,880,4,0.995475113122172,0.00452488687782805,"Medium",136,23,161750
2015-03-08,"S12000047","Fife","S08000029","NHS Fife",2015,3,14,1141,1012,129,0.886941279579316,0.113058720420684,"Large",277,59,379903
2015-03-08,"S12000048","Perth and Kinross","S08000030","NHS Tayside",2015,3,14,446,432,14,0.968609865470852,0.031390134529148,"Medium",138,26,145630
2015-03-08,"S12000049","Glasgow City","S08000031","NHS Greater Glasgow and Clyde",2015,3,14,5558,4612,946,0.829794890248291,0.170205109751709,"Large",572,148,698108
2015-03-08,"S12000050","North Lanarkshire","S08000032","NHS Lanarkshire",2015,3,14,2354,2197,157,0.933305012744265,0.0666949872557349,"Large",218,58,346065
2015-03-15,"S12000006","Dumfries and Galloway","S08000017","NHS Dumfries and Galloway",2015,3,21,813,792,21,0.974169741697417,0.025830258302583,"Medium",138,34,154115
2015-03-15,"S12000008","East Ayrshire","S08000015","NHS Ayrshire and Arran",2015,3,21,1380,1222,158,0.885507246376812,0.114492753623188,"Medium",106,16,132029
2015-03-15,"S12000013","Na h-Eileanan Siar","S08000028","NHS Western Isles",2015,3,21,105,104,1,0.99047619047619,0.00952380952380952,"Small",31,9,26967
2015-03-15,"S12000014","Falkirk","S08000019","NHS Forth Valley",2015,3,21,1121,1071,50,0.955396966993756,0.0446030330062444,"Medium",126,27,160288
2015-03-15,"S12000017","Highland","S08000022","NHS Highland",2015,3,21,837,806,31,0.962962962962963,0.037037037037037,"Large",289,67,236901
2015-03-15,"S12000018","Inverclyde","S08000031","NHS Greater Glasgow and Clyde",2015,3,21,570,511,59,0.896491228070175,0.103508771929825,"Small",52,16,82293
2015-03-15,"S12000020","Moray","S08000020","NHS Grampian",2015,3,21,472,458,14,0.970338983050847,0.0296610169491525,"Medium",89,13,92247
2015-03-15,"S12000023","Orkney Islands","S08000025","NHS Orkney",2015,3,21,95,95,0,1,0,"Small",31,10,21112
2015-03-15,"S12000026","Scottish Borders","S08000016","NHS Borders",2015,3,21,508,468,40,0.921259842519685,0.078740157480315,"Medium",117,23,116760
2015-03-15,"S12000027","Shetland Islands","S08000026","NHS Shetland",2015,3,21,156,148,8,0.948717948717949,0.0512820512820513,"Small",29,10,23045
2015-03-15,"S12000028","South Ayrshire","S08000015","NHS Ayrshire and Arran",2015,3,21,751,710,41,0.945406125166445,0.0545938748335553,"Medium",97,21,113003
2015-03-15,"S12000029","South Lanarkshire","S08000032","NHS Lanarkshire",2015,3,21,1078,982,96,0.910946196660482,0.0890538033395176,"Large",236,53,328719
2015-03-15,"S12000033","Aberdeen City","S08000020","NHS Grampian",2015,3,21,1437,1323,114,0.920668058455115,0.0793319415448852,"Large",227,30,253271
2015-03-15,"S12000035","Argyll and Bute","S08000022","NHS Highland",2015,3,21,123,121,2,0.983739837398374,0.016260162601626,"Medium",100,33,88336
2015-03-15,"S12000036","City of Edinburgh","S08000024","NHS Lothian",2015,3,21,3112,2998,114,0.963367609254499,0.0366323907455013,"Large",530,75,539567
2015-03-15,"S12000038","Renfrewshire","S08000031","NHS Greater Glasgow and Clyde",2015,3,21,1270,1123,147,0.884251968503937,0.115748031496063,"Medium",140,29,178132
2015-03-15,"S12000040","West Lothian","S08000024","NHS Lothian",2015,3,21,1048,951,97,0.907442748091603,0.092557251908397,"Medium",153,22,183880
2015-03-15,"S12000042","Dundee City","S08000030","NHS Tayside",2015,3,21,816,806,10,0.987745098039216,0.0122549019607843,"Medium",136,23,161750
2015-03-15,"S12000047","Fife","S08000029","NHS Fife",2015,3,21,1158,1030,128,0.889464594127807,0.110535405872193,"Large",277,59,379903
2015-03-15,"S12000048","Perth and Kinross","S08000030","NHS Tayside",2015,3,21,444,438,6,0.986486486486487,0.0135135135135135,"Medium",138,26,145630
2015-03-15,"S12000049","Glasgow City","S08000031","NHS Greater Glasgow and Clyde",2015,3,21,5489,4901,588,0.892876662415741,0.107123337584259,"Large",572,148,698108
2015-03-15,"S12000050","North Lanarkshire","S08000032","NHS Lanarkshire",2015,3,21,2455,2222,233,0.905091649694501,0.094908350305499,"Large",218,58,346065
2015-03-22,"S12000006","Dumfries and Galloway","S08000017","NHS Dumfries and Galloway",2015,3,28,898,859,39,0.956570155902004,0.0434298440979955,"Medium",138,34,154115
2015-03-22,"S12000008","East Ayrshire","S08000015","NHS Ayrshire and Arran",2015,3,28,1436,1202,234,0.837047353760446,0.162952646239554,"Medium",106,16,132029
2015-03-22,"S12000013","Na h-Eileanan Siar","S08000028","NHS Western Isles",2015,3,28,116,114,2,0.982758620689655,0.0172413793103448,"Small",31,9,26967
2015-03-22,"S12000014","Falkirk","S08000019","NHS Forth Valley",2015,3,28,1144,1097,47,0.958916083916084,0.0410839160839161,"Medium",126,27,160288
2015-03-22,"S12000017","Highland","S08000022","NHS Highland",2015,3,28,918,863,55,0.940087145969499,0.0599128540305011,"Large",289,67,236901
2015-03-22,"S12000018","Inverclyde","S08000031","NHS Greater Glasgow and Clyde",2015,3,28,630,587,43,0.931746031746032,0.0682539682539682,"Small",52,16,82293
2015-03-22,"S12000020","Moray","S08000020","NHS Grampian",2015,3,28,457,447,10,0.978118161925602,0.0218818380743982,"Medium",89,13,92247
2015-03-22,"S12000023","Orkney Islands","S08000025","NHS Orkney",2015,3,28,93,93,0,1,0,"Small",31,10,21112
2015-03-22,"S12000026","Scottish Borders","S08000016","NHS Borders",2015,3,28,540,497,43,0.92037037037037,0.0796296296296296,"Medium",117,23,116760
2015-03-22,"S12000027","Shetland Islands","S08000026","NHS Shetland",2015,3,28,138,137,1,0.992753623188406,0.0072463768115942,"Small",29,10,23045
2015-03-22,"S12000028","South Ayrshire","S08000015","NHS Ayrshire and Arran",2015,3,28,856,828,28,0.967289719626168,0.0327102803738318,"Medium",97,21,113003
2015-03-22,"S12000029","South Lanarkshire","S08000032","NHS Lanarkshire",2015,3,28,1099,1027,72,0.934485896269336,0.0655141037306642,"Large",236,53,328719
2015-03-22,"S12000033","Aberdeen City","S08000020","NHS Grampian",2015,3,28,1467,1323,144,0.901840490797546,0.098159509202454,"Large",227,30,253271
2015-03-22,"S12000035","Argyll and Bute","S08000022","NHS Highland",2015,3,28,127,124,3,0.976377952755906,0.0236220472440945,"Medium",100,33,88336
2015-03-22,"S12000036","City of Edinburgh","S08000024","NHS Lothian",2015,3,28,3122,2929,193,0.93818065342729,0.0618193465727098,"Large",530,75,539567
2015-03-22,"S12000038","Renfrewshire","S08000031","NHS Greater Glasgow and Clyde",2015,3,28,1298,1069,229,0.823574730354391,0.176425269645609,"Medium",140,29,178132
2015-03-22,"S12000040","West Lothian","S08000024","NHS Lothian",2015,3,28,1027,938,89,0.91333982473223,0.0866601752677702,"Medium",153,22,183880
2015-03-22,"S12000042","Dundee City","S08000030","NHS Tayside",2015,3,28,901,897,4,0.995560488346282,0.00443951165371809,"Medium",136,23,161750
2015-03-22,"S12000047","Fife","S08000029","NHS Fife",2015,3,28,1218,1108,110,0.909688013136289,0.090311986863711,"Large",277,59,379903
2015-03-22,"S12000048","Perth and Kinross","S08000030","NHS Tayside",2015,3,28,524,519,5,0.990458015267176,0.00954198473282443,"Medium",138,26,145630
2015-03-22,"S12000049","Glasgow City","S08000031","NHS Greater Glasgow and Clyde",2015,3,28,5768,5095,673,0.883321775312067,0.116678224687933,"Large",572,148,698108
2015-03-22,"S12000050","North Lanarkshire","S08000032","NHS Lanarkshire",2015,3,28,2470,2348,122,0.950607287449393,0.0493927125506073,"Large",218,58,346065
2015-03-29,"S12000006","Dumfries and Galloway","S08000017","NHS Dumfries and Galloway",2015,3,35,918,896,22,0.9760348583878,0.0239651416122004,"Medium",138,34,154115
2015-03-29,"S12000008","East Ayrshire","S08000015","NHS Ayrshire and Arran",2015,3,35,1479,1199,280,0.810682893847194,0.189317106152806,"Medium",106,16,132029
2015-03-29,"S12000013","Na h-Eileanan Siar","S08000028","NHS Western Isles",2015,3,35,105,104,1,0.99047619047619,0.00952380952380952,"Small",31,9,26967
2015-03-29,"S12000014","Falkirk","S08000019","NHS Forth Valley",2015,3,35,1146,1083,63,0.945026178010471,0.0549738219895288,"Medium",126,27,160288
2015-03-29,"S12000017","Highland","S08000022","NHS Highland",2015,3,35,910,869,41,0.954945054945055,0.0450549450549451,"Large",289,67,236901
2015-03-29,"S12000018","Inverclyde","S08000031","NHS Greater Glasgow and Clyde",2015,3,35,615,557,58,0.905691056910569,0.0943089430894309,"Small",52,16,82293
2015-03-29,"S12000020","Moray","S08000020","NHS Grampian",2015,3,35,488,482,6,0.987704918032787,0.0122950819672131,"Medium",89,13,92247
2015-03-29,"S12000023","Orkney Islands","S08000025","NHS Orkney",2015,3,35,72,71,1,0.986111111111111,0.0138888888888889,"Small",31,10,21112
2015-03-29,"S12000026","Scottish Borders","S08000016","NHS Borders",2015,3,35,548,500,48,0.912408759124088,0.0875912408759124,"Medium",117,23,116760
2015-03-29,"S12000027","Shetland Islands","S08000026","NHS Shetland",2015,3,35,159,154,5,0.968553459119497,0.0314465408805031,"Small",29,10,23045
2015-03-29,"S12000028","South Ayrshire","S08000015","NHS Ayrshire and Arran",2015,3,35,844,778,66,0.921800947867299,0.0781990521327014,"Medium",97,21,113003
2015-03-29,"S12000029","South Lanarkshire","S08000032","NHS Lanarkshire",2015,3,35,1164,1080,84,0.927835051546392,0.0721649484536082,"Large",236,53,328719
2015-03-29,"S12000033","Aberdeen City","S08000020","NHS Grampian",2015,3,35,1456,1363,93,0.936126373626374,0.0638736263736264,"Large",227,30,253271
2015-03-29,"S12000035","Argyll and Bute","S08000022","NHS Highland",2015,3,35,122,118,4,0.967213114754098,0.0327868852459016,"Medium",100,33,88336
2015-03-29,"S12000036","City of Edinburgh","S08000024","NHS Lothian",2015,3,35,3245,3009,236,0.927272727272727,0.0727272727272727,"Large",530,75,539567
2015-03-29,"S12000038","Renfrewshire","S08000031","NHS Greater Glasgow and Clyde",2015,3,35,1285,1103,182,0.858365758754864,0.141634241245136,"Medium",140,29,178132
2015-03-29,"S12000040","West Lothian","S08000024","NHS Lothian",2015,3,35,1050,1007,43,0.959047619047619,0.040952380952381,"Medium",153,22,183880
2015-03-29,"S12000042","Dundee City","S08000030","NHS Tayside",2015,3,35,883,882,1,0.998867497168743,0.00113250283125708,"Medium",136,23,161750
2015-03-29,"S12000047","Fife","S08000029","NHS Fife",2015,3,35,1200,1087,113,0.905833333333333,0.0941666666666667,"Large",277,59,379903
2015-03-29,"S12000048","Perth and Kinross","S08000030","NHS Tayside",2015,3,35,485,478,7,0.985567010309278,0.0144329896907217,"Medium",138,26,145630
2015-03-29,"S12000049","Glasgow City","S08000031","NHS Greater Glasgow and Clyde",2015,3,35,5730,5054,676,0.882024432809773,0.117975567190227,"Large",572,148,698108
2015-03-29,"S12000050","North Lanarkshire","S08000032","NHS Lanarkshire",2015,3,35,2519,2265,254,0.899166335847559,0.100833664152441,"Large",218,58,346065
2015-04-05,"S12000006","Dumfries and Galloway","S08000017","NHS Dumfries and Galloway",2015,4,42,906,867,39,0.956953642384106,0.043046357615894,"Medium",138,34,154115
2015-04-05,"S12000008","East Ayrshire","S08000015","NHS Ayrshire and Arran",2015,4,42,1408,1234,174,0.876420454545455,0.123579545454545,"Medium",106,16,132029
2015-04-05,"S12000013","Na h-Eileanan Siar","S08000028","NHS Western Isles",2015,4,42,119,115,4,0.966386554621849,0.0336134453781513,"Small",31,9,26967
2015-04-05,"S12000014","Falkirk","S08000019","NHS Forth Valley",2015,4,42,1229,1127,102,0.917005695687551,0.0829943043124491,"Medium",126,27,160288
2015-04-05,"S12000017","Highland","S08000022","NHS Highland",2015,4,42,975,937,38,0.961025641025641,0.038974358974359,"Large",289,67,236901
2015-04-05,"S12000018","Inverclyde","S08000031","NHS Greater Glasgow and Clyde",2015,4,42,585,542,43,0.926495726495727,0.0735042735042735,"Small",52,16,82293
2015-04-05,"S12000020","Moray","S08000020","NHS Grampian",2015,4,42,431,413,18,0.958236658932715,0.0417633410672854,"Medium",89,13,92247
2015-04-05,"S12000023","Orkney Islands","S08000025","NHS Orkney",2015,4,42,84,82,2,0.976190476190476,0.0238095238095238,"Small",31,10,21112
2015-04-05,"S12000026","Scottish Borders","S08000016","NHS Borders",2015,4,42,539,520,19,0.964749536178108,0.0352504638218924,"Medium",117,23,116760
2015-04-05,"S12000027","Shetland Islands","S08000026","NHS Shetland",2015,4,42,136,135,1,0.99264705882353,0.00735294117647059,"Small",29,10,23045
2015-04-05,"S12000028","South Ayrshire","S08000015","NHS Ayrshire and Arran",2015,4,42,849,807,42,0.950530035335689,0.049469964664311,"Medium",97,21,113003
2015-04-05,"S12000029","South Lanarkshire","S08000032","NHS Lanarkshire",2015,4,42,1094,1023,71,0.93510054844607,0.0648994515539305,"Large",236,53,328719
2015-04-05,"S12000033","Aberdeen City","S08000020","NHS Grampian",2015,4,42,1481,1341,140,0.905469277515192,0.0945307224848076,"Large",227,30,253271
2015-04-05,"S12000035","Argyll and Bute","S08000022","NHS Highland",2015,4,42,157,155,2,0.987261146496815,0.0127388535031847,"Medium",100,33,88336
2015-04-05,"S12000036","City of Edinburgh","S08000024","NHS Lothian",2015,4,42,3196,2880,316,0.901126408010013,0.0988735919899875,"Large",530,75,539567
2015-04-05,"S12000038","Renfrewshire","S08000031","NHS Greater Glasgow and Clyde",2015,4,42,1270,1053,217,0.829133858267717,0.170866141732283,"Medium",140,29,178132
2015-04-05,"S12000040","West Lothian","S08000024","NHS Lothian",2015,4,42,1035,965,70,0.932367149758454,0.0676328502415459,"Medium",153,22,183880
2015-04-05,"S12000042","Dundee City","S08000030","NHS Tayside",2015,4,42,901,880,21,0.97669256381798,0.02330743618202,"Medium",136,23,161750
2015-04-05,"S12000047","Fife","S08000029","NHS Fife",2015,4,42,1286,1176,110,0.914463452566096,0.0855365474339036,"Large",277,59,379903
2015-04-05,"S12000048","Perth and Kinross","S08000030","NHS Tayside",2015,4,42,493,486,7,0.98580121703854,0.0141987829614604,"Medium",138,26,145630
2015-04-05,"S12000049","Glasgow City","S08000031","NHS Greater Glasgow and Clyde",2015,4,42,5672,4960,712,0.874471086036671,0.125528913963329,"Large",572,148,698108
2015-04-05,"S12000050","North Lanarkshire","S08000032","NHS Lanarkshire",2015,4,42,2444,2121,323,0.867839607201309,0.132160392798691,"Large",218,58,346065
2015-04-12,"S12000006","Dumfries and Galloway","S08000017","NHS Dumfries and Galloway",2015,4,49,914,889,25,0.972647702407002,0.0273522975929978,"Medium",138,34,154115
2015-04-12,"S12000008","East Ayrshire","S08000015","NHS Ayrshire and Arran",2015,4,49,1425,1288,137,0.903859649122807,0.096140350877193,"Medium",106,16,132029
2015-04-12,"S12000013","Na h-Eileanan Siar","S08000028","NHS Western Isles",2015,4,49,158,156,2,0.987341772151899,0.0126582278481013,"Small",31,9,26967
2015-04-12,"S12000014","Falkirk","S08000019","NHS Forth Valley",2015,4,49,1232,1132,100,0.918831168831169,0.0811688311688312,"Medium",126,27,160288
2015-04-12,"S12000017","Highland","S08000022","NHS Highland",2015,4,49,933,918,15,0.983922829581994,0.0160771704180064,"Large",289,67,236901
2015-04-12,"S12000018","Inverclyde","S08000031","NHS Greater Glasgow and Clyde",2015,4,49,615,583,32,0.947967479674797,0.0520325203252033,"Small",52,16,82293
2015-04-12,"S12000020","Moray","S08000020","NHS Grampian",2015,4,49,491,466,25,0.94908350305499,0.0509164969450102,"Medium",89,13,92247
2015-04-12,"S12000023","Orkney Islands","S08000025","NHS Orkney",2015,4,49,89,88,1,0.98876404494382,0.0112359550561798,"Small",31,10,21112
2015-04-12,"S12000026","Scottish Borders","S08000016","NHS Borders",2015,4,49,558,526,32,0.942652329749104,0.0573476702508961,"Medium",117,23,116760
2015-04-12,"S12000027","Shetland Islands","S08000026","NHS Shetland",2015,4,49,130,125,5,0.961538461538462,0.0384615384615385,"Small",29,10,23045
2015-04-12,"S12000028","South Ayrshire","S08000015","NHS Ayrshire and Arran",2015,4,49,840,752,88,0.895238095238095,0.104761904761905,"Medium",97,21,113003
2015-04-12,"S12000029","South Lanarkshire","S08000032","NHS Lanarkshire",2015,4,49,1155,911,244,0.788744588744589,0.211255411255411,"Large",236,53,328719
2015-04-12,"S12000033","Aberdeen City","S08000020","NHS Grampian",2015,4,49,1404,1320,84,0.94017094017094,0.0598290598290598,"Large",227,30,253271
2015-04-12,"S12000035","Argyll and Bute","S08000022","NHS Highland",2015,4,49,126,124,2,0.984126984126984,0.0158730158730159,"Medium",100,33,88336
2015-04-12,"S12000036","City of Edinburgh","S08000024","NHS Lothian",2015,4,49,3211,2995,216,0.932731236374961,0.0672687636250389,"Large",530,75,539567
2015-04-12,"S12000038","Renfrewshire","S08000031","NHS Greater Glasgow and Clyde",2015,4,49,1353,1164,189,0.860310421286031,0.139689578713969,"Medium",140,29,178132
2015-04-12,"S12000040","West Lothian","S08000024","NHS Lothian",2015,4,49,1060,960,100,0.905660377358491,0.0943396226415094,"Medium",153,22,183880
2015-04-12,"S12000042","Dundee City","S08000030","NHS Tayside",2015,4,49,954,935,19,0.980083857442348,0.019916142557652,"Medium",136,23,161750
2015-04-12,"S12000047","Fife","S08000029","NHS Fife",2015,4,49,1261,1113,148,0.882632831086439,0.117367168913561,"Large",277,59,379903
2015-04-12,"S12000048","Perth and Kinross","S08000030","NHS Tayside",2015,4,49,454,451,3,0.993392070484581,0.0066079295154185,"Medium",138,26,145630
2015-04-12,"S12000049","Glasgow City","S08000031","NHS Greater Glasgow and Clyde",2015,4,49,5681,5081,600,0.894384791409963,0.105615208590037,"Large",572,148,698108
2015-04-12,"S12000050","North Lanarkshire","S08000032","NHS Lanarkshire",2015,4,49,2487,2301,186,0.925211097708082,0.074788902291918,"Large",218,58,346065
2015-04-19,"S12000006","Dumfries and Galloway","S08000017","NHS Dumfries and Galloway",2015,4,56,859,804,55,0.935972060535506,0.0640279394644936,"Medium",138,34,154115
2015-04-19,"S12000008","East Ayrshire","S08000015","NHS Ayrshire and Arran",2015,4,56,1328,1134,194,0.853915662650602,0.146084337349398,"Medium",106,16,132029
2015-04-19,"S12000013","Na h-Eileanan Siar","S08000028","NHS Western Isles",2015,4,56,135,128,7,0.948148148148148,0.0518518518518519,"Small",31,9,26967
